ZAKŁAD;SUPPLIER;"2.
 PART NUMBER";ID_SAP;"3.
NAME OF THE PART";KLIENT;"4.
  PART CLASIFICATION";"5.
PPM PERFORMANCE ";"6.
 CERTYFICATE";"7.
 APPROVAL";"8.
 AUDIT RESULT";"9.
 PSCR";"10.
 LOCATION";"11.
DELIVERY SCHEDULES";"12.
 NUMBER OF INTERFERENCE";"13.
 COLLABORATION";"14.
 SCORE P/N";"15.
 SUPPLIER SCORE";"16.
 SUPPLIER CLASIFICATION";ID
PSAPT;GERDES GMBH;51890450;5106261;846 BOCCHETTA BZ X BOCCH.NE CAPLESS;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;35
PSAPT;GERDES GMBH;51890451;5106261;846 BOCCHETTA DS X BOCCH.NE CAPLESS;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;35
PSAPT; HUTCHINSON POLAND SP.ZO.O.;51836518;5101749;846 PRZEWÓD MYJĄCY KPL;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;100;A;36
PSAPT; HUTCHINSON POLAND SP.ZO.O.;51836521;5101749;846 przewód zasilania paliwem ds;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;36
PSAPT; HUTCHINSON POLAND SP.ZO.O.;51836522;5101749;846 PRZEWÓD POWROTU PALIWA BZ KPL;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;36
PSAPT; HUTCHINSON POLAND SP.ZO.O.;51894467;5101749;846 PRZEWÓD POWROTU PALIWA DS KPL;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;36
PSAPT; HUTCHINSON POLAND SP.ZO.O.;LC340510;5101749;169 PRZEWÓD ZASILANIA PALIWEM;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;36
PSAPT; HUTCHINSON POLAND SP.ZO.O.;LC340512;5101749;169 PRZEWÓD MYJĄCY KPL.;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;36
PSAPT; HUTCHINSON POLAND SP.ZO.O.;LC367905;5101749;169 RURA PRZEDMUCHOWA KPL;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;36
PSAPT; HUTCHINSON POLAND SP.ZO.O.;LC392904;5101749;169 PRZEWÓD ZASILANIA PALIWEM;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;36
PSAPT; HUTCHINSON POLAND SP.ZO.O.;LC392905;5101749;169 PRZEWÓD POWROTNY KPL.;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;36
PSAPT; HUTCHINSON POLAND SP.ZO.O.;LC392984;5101749;PRZEWÓD ZASILANIA PALIWEM;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;36
PSAPT; HUTCHINSON POLAND SP.ZO.O.;LC392985;5101749;PRZEWÓD POWROTNY;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;36
PSAPT; HUTCHINSON POLAND SP.ZO.O.;LC393667;5101749; PRZEWÓD OPAROWY KPL.LEWY;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;36
PSAPT; HUTCHINSON POLAND SP.ZO.O.;LC393668;5101749; PRZEWÓD OPAROWY KPL.PRAWY;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;36
PSAPT; HUTCHINSON POLAND SP.ZO.O.;LC393874;5101749;846 PRZEWÓD ODPOWIETRZAJĄCY DX KPL;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;36
PSAPT; HUTCHINSON POLAND SP.ZO.O.;LC396374;5101749;PRZEWÓD OPAROWY;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;36
PSAPT; HUTCHINSON POLAND SP.ZO.O.;LC396373;5101749;PRZEWÓD OPAROWY;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;36
PSAPT; HUTCHINSON POLAND SP.ZO.O.;LC393875;5101749;846 PRZEWÓD ODPOWIETRZAJĄCY SX KPL;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;36
PSAPT;IGUS;2581V50006;5107782;BUSHING;STELLANTIS;B;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;37
PSAPT;IGUS;2585160036;5107782;BUSHING;STELLANTIS;B;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;37
PSAPT;ILTAR ITALBOX;13051375;5100910;ABSORBER FOR RTG T846;STELLANTIS;A;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;154
PSAPT;INTERMECA SARL;215100;5105191;SPRĘŻYNKA;STELLANTIS;B;100;100;100;N/A;N/A;50;100;100;100;92,85714286;92,85714286;A;38
PSAPT;INTERMECA SARL;3030012;5105191;SWORZEŃ METALOWY;STELLANTIS;B;100;100;100;N/A;N/A;50;100;100;100;92,85714286;;;38
PSAPT;INTERMECA SARL;9,11501E+11;5105191;PŁYTKA PERFOROWANA;STELLANTIS;B;100;100;100;N/A;N/A;50;100;100;100;92,85714286;;;38
PSAPT;INTERMECA SARL;7689903;5105191;312 AB uszczelka;STELLANTIS;C;100;100;100;N/A;N/A;50;100;100;100;92,85714286;;;38
PSAPT; ISAG SRL;7628223;5100747;USZCZELKA;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;40
PSAPT; ISAG SRL;LC385200;5100747;USYCYELKA Ds.;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;40
PSAPT;ITIB;LC395471;5103266;2504 TUBO SFIATO CORRUG.;STELLANTIS;B;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;41
PSAPT;ITIB;LC395750;5103266;2504 TUBO SFIATO CORRUGATO CNG E6;STELLANTIS;B;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;41
PSAPT;ITW;14215480;5100016;312 PŁYTKA KWADRAT ;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;42
PSAPT;ITW;51807046;5100016;169 SPINKA PODTRZYMUJĄCA PRZEWODY;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;42
PSAPT;ITW;51889905;5100016;312 KOŁEK ;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;42
PSCPS;ITW;LC392224;5100016;312 KOŁEK MOCUJACY;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;42
PSAPT;ITW;LC396081;5100016;312  SPINKA MONTAŻOWA;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;42
PSCPS;ITW;976800087;5100016;312 blokada zaślepki wycieraczki;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;42
PSCPS;ITW;51805645;5100016;312 ZATRZASK ZAŚLEPKI CHROM;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;42
PSCPS;ITW;52058492;5100016;312MCA SPINKA-PODSZYBIE ODM-1406;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;42
PSCPS;ITW;735536639;5100016;312 SPRYSKIWACZ;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;42
PSCPS;ITW;LC383500;5100016;169 4X4 KOLEK MOCUJACY;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;42
PSCPS;ITW;LC392224;5100016;312 KOLEK MOCUJACY;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;42
PSCPS;ITW;LC392226;5100016;312 SPINKA MOCUJACA;STELLANTIS;A;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;42
PSCPS;ITW;LC392644;5100016;312 SPINKA MOCUJACA;STELLANTIS;A;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;42
PSCPS;ITW;LC392733;5100016;312 SPINKA PODTRZ PRZEW SPRYSK;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;42
PSCPS;ITW;LC392734;5100016;312 PRZEWÓD SPRYSKIWACZA;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;42
PSCPS;ITW;LC392942;5100016;312 PRZYCISK MOCUJACY;STELLANTIS;A;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;42
PSAPT;ITW;13051137;5100016;X250 SPINKA Z TWORZYWA PN 0816100080;STELLANTIS;A;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;42
PSAPT;ITW;1305992;5100016;PINETTO MILLERIGHE X MAN.T.844 FL;STELLANTIS;A;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;42
PSAPT;IVICT;NLS0040105;5109697;POM 100.55L KOL.NATUR.;STELLANTIS;B;100;100;100;N/A;N/A;50;100;100;100;92,85714286;92,85714286;A;43
PSAPT;IVICT;NLS0040102;5109697;POM 100.55L KOL.808;STELLANTIS;B;100;100;100;N/A;N/A;50;100;100;100;92,85714286;;;43
PSCPS;IZOBLOK;LC392529;5104800;312 WYSCIOLKA ANTYWIBRACYJNA;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;100;A;131
PSAPT;JOHN GUEST POLSKA SP.Z O.O;LC370700;5104943;169 ZŁĄCZKA SPECJALNA;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;100;A;44
PSAPT;JP TECHNOLOGY;LC393197;5109683;846 WKŁADKA METALOWA;STELLANTIS;B;100;100;100;N/A;N/A;100;100;100;100;100;100;A;45
PSAPT;JP TECHNOLOGY;LC340530;5109683;169 WKŁADKA METALOWA;STELLANTIS;B;100;100;100;N/A;N/A;100;100;100;100;100;;;45
PSAPT;JP TECHNOLOGY;LC367913;5109683;169 POKRYWA METALOWA;STELLANTIS;B;100;100;100;N/A;N/A;100;100;100;100;100;;;45
PSAPT;KAB-LEM  S.P.A.;51837067;5100973;846 CAVETTO COMPLETO;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;46
PSAPT;KAB-LEM  S.P.A.;50567025;5100973;846 CAVO CONDUTTIVO COMPLETO;STELLANTIS;B;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;46
PSAPT;KLEVERS;LC326300;5100797;188 GUAINA TUBO SFIATO KLEVERS;STELLANTIS;B;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;47
PSAPT;KRAKCHEMIA S.A.;NLS0080104;5107950;ET 45.10 NEUTRO (HD PE)TVK;STELLANTIS;C;100;0;100;N/A;N/A;100;100;100;100;85,71428571;85,71428571; B;48
PSAPT;KURZ  PC PRINT;13052773;5105255;FILM HOT STAMPING GRIGLIA T846MY20;STELLANTIS;B;100;100;100;N/A;N/A;100;100;100;100;100;100;A;49
PSCPS;LA FRANCE;105479A1;5108750;312MCA LOGO BEATS SX;STELLANTIS;B;100;100;100;N/A;N/A;50;100;100;100;92,85714286;92,85714286;A;133
PSCPS;LA FRANCE;105479A2;5108750;312MCA LOGO BEATS DX;STELLANTIS;B;100;100;100;N/A;N/A;50;100;100;100;92,85714286;;;133
PSCPS;LANXESS DEUTSCHLAND GMBH;N130120100;5107015;DURETHAN BKV30H2.0 901510;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;132
PSCPS;LAPO COMPOUNDS SRL;1803570;15000027;LAPOLEN K 1726E UL B 808;STELLANTIS;A;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;160
PSAPT;LAPO COMPOUNDS SRL;1803303;15000027;LAPOLEN K48.380L N 808;STELLANTIS;A;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;50
PSAPT;LAPO COMPOUNDS SRL;1803501;15000027;PP 65.40 L GRIGIO 608/A;STELLANTIS;A;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;50
PSAPT;LAPO COMPOUNDS SRL;1803394;15000027;PP 65.40 L NERO 808;STELLANTIS;A;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;50
PSAPT;LAPO COMPOUNDS SRL;1803498;15000027;PP 60.35L GRIGIO 608/A;STELLANTIS;A;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;50
PSAPT;LAPO COMPOUNDS SRL;1803329;15000027;PP 60.35L NERO 808;STELLANTIS;A;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;50
PSAPT;LAPO COMPOUNDS SRL;1803293;15000027;PP 53.130 SR L GRIGIO 650;STELLANTIS;A;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;50
PSAPT;LAPO COMPOUNDS SRL;1803431;15000027;PP 53.130 SR L NERO 808;STELLANTIS;A;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;50
PSAPT;LAPO COMPOUNDS SRL;NLS0060208;15000027;PP 50.60R K.666;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;50
PSAPT;LOHMANN;883303300N;5105622;TAŚMA PIANKOWA GR.1,5 MM ADES.H=5 50MT;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;97,5;A;113
PSAPT;LOHMANN;883304300N;5105622;TAŚMA PIANKOWA GR.1 MM ADES.H=5 50MT;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;113
PSCPS;LOTTE CHEMICAL;NLS9100001;5108219;PC+ASA KOL.834;STELLANTIS;C;100;100;100;N/A;N/A;50;100;100;100;92,85714286;92,85714286;A;147
PSAPT;LOTTE CHEMICAL;1803608;5108219;PC+ASA 100-400L kol.831;STELLANTIS;B;100;100;100;N/A;N/A;50;100;100;100;92,85714286;;;118
PSCPS;M.C.I;LC369006;5100490;169 TULEJKA OWALNA 9X11X3,5;STELLANTIS;A;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;157
PSCPS;M.S.A;77848310;5100550;STAFFETTA X VITE A/F ST.3,5;STELLANTIS;A;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;156
PSCPS;M.S.A;LC830001;5100550;STAF.VITE AUTOF.4,8-1/43689/74;STELLANTIS;A;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;156
PSAPT;M5;884211800;5104098;GUARNIZIONE IN EPDM 20X20 d.8,5;VW;C;100;100;100;N/A;100;80;100;100;100;97,5;97,5;A;114
PSAPT;MAIP;NLS0010203;5100984;ABS 100.120L KOL.808;STELLANTIS;C;100;80;100;N/A;N/A;80;100;100;100;94,28571429;96,4152602;A;14
PSAPT;MAIP;NLS0010206;5100984;ABS 100.120 KOL.NERO;STELLANTIS;C;100;80;100;N/A;N/A;80;100;100;100;94,28571429;;;14
PSAPT;MAIP;NLS0100001;5100984;PA+ABS 65.650L NERO;STELLANTIS;C;100;80;100;N/A;N/A;80;100;100;100;94,28571429;;;14
PSAPT;MAIP;N520901002;5100984;ET 40.9  15-17% FV NERO;STELLANTIS;C;100;80;100;N/A;N/A;80;100;100;100;94,28571429;;;14
PSCPS;MAIP;NLS0010103;5100984;ABS 95.150L KOL.808;STELLANTIS;C;100;80;100;N/A;N/A;80;100;100;100;94,28571429;;;14
PSCPS;MAIP;NLS0010108;5100984;ABS 95.150 NEUTRAL;STELLANTIS;C;100;80;100;N/A;N/A;80;100;100;100;94,28571429;;;14
PSAPT;MAIP;NLS0070052;5100984;EMP 50 KOL. 831;STELLANTIS;C;100;80;100;N/A;N/A;80;100;100;100;94,28571429;;;14
PSAPT;MAIP;NLS0070053;5100984;EMP 50 KOL. 808 FORPRENE  6ZO 919 A50;STELLANTIS;C;100;80;100;N/A;N/A;80;100;100;100;94,28571429;;;14
PSAPT;MAIP;NLS0070054;5100984;EMP 55 KOL. 831;STELLANTIS;C;100;80;100;N/A;N/A;80;100;100;100;94,28571429;;;14
PSAPT;MAIP;NLS0070104;5100984;EMP 60 KOL.808 FORPRENE 6Z0 919 A60;STELLANTIS;C;100;80;100;N/A;N/A;80;100;100;100;94,28571429;;;14
PSAPT;MAIP;NLS0070206;5100984;EMP 70 KOL. 808 FORPRENE 6Z0 919 A70;STELLANTIS;C;100;80;100;N/A;N/A;80;100;100;100;94,28571429;;;14
PSAPT;MAIP;N120046004;5100984;PA 50.400 NERO;STELLANTIS;C;100;80;100;N/A;N/A;80;100;100;100;94,28571429;;;14
PSAPT;MAIP;NLS0040112;5100984;POM 100.55L KOL.734;STELLANTIS;C;100;80;100;N/A;N/A;80;100;100;100;94,28571429;;;14
PSAPT;MANNHUMMEL ;LC367909;5104493;169 FILTR GÓRNY;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;100;A;52
PSAPT;MANNHUMMEL ;LC367911;5104493;169 FILTR GÓRNY;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;52
PSAPT;MANNHUMMEL ;LC367912;5104493;169 FILTR WEWNĘTRZNY;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;52
PSAPT;MASCHERPA;993790;5101031;169 LUBRIFICANTE MOLIKOTE PG-21;STELLANTIS;B;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;53
PSAPT;MASCHERPA;PA215;5101031;SMAR MOLIKOTE BR 2 PLUS;STELLANTIS;B;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;53
PSAPT;MBI;3801880077;5106607;DOM;STELLANTIS;B;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;54
PSCPS;MCCP POLAND;NLS0070101;5104683;EMP 60 KOL.808;STELLANTIS;C;100;80;100;N/A;N/A;100;100;100;100;97,14285714;97,14285714;A;134
PSAPT;MCCP POLAND;NLS0070208;5104683;TOSE 628 90A 2250;STELLANTIS;C;100;80;100;N/A;N/A;100;100;100;100;97,14285714;;;134
PSAPT;MCCP POLAND;NLS8000402;5104683;SEBS A 70 SHA TEINTE 205 122;STELLANTIS;C;100;80;100;N/A;N/A;100;100;100;100;97,14285714;;;134
PSAPT;MCI;LC369071;5100490;BOCCOLA SP.9X7X15-T.52630-12II;STELLANTIS;B;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;55
PSAPT;MCI;LC369072;5100490;BOCCOLA SP.7X9X3-T.52630-12II;STELLANTIS;B;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;55
PSAPT;MCI;LC392812;5100490;BOCCOLA SP.7X9X3,5-T52806-12IV;STELLANTIS;B;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;55
PSAPT;MCI;LC369049;5100490;BOCCOLA SP.9X7X2,5-T.52806;STELLANTIS;B;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;55
PSAPT;MCI;LC269245;5100490;350 PIERŚCIEŃ DYSTANSOWY OWAL;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;55
PSAPT;MCI;LCX221456;5100490;932 DISTANZIALE BOCCH.CARB.AB;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;55
PSAPT;MCI;3808430050;5100490;Distanziale tondo;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;55
PSAPT;MCI;3808430051;5100490;Distanziale ovale;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;55
PSCPS;MCPP EUROPE;NLS7100001;5107966;THERMORUN TT824BE;STELLANTIS;C;100;80;100;N/A;N/A;80;100;100;100;94,28571429;94,28571429;A;135
PSCPS;MEHLER;LC393830/A;5106128;SIATKA PROWADNICY GUIDA BAG;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;138
PSAPT;MESGUM SP. Z O.O.;46766549;5108510;GUARNIZIONE SFIATO;STELLANTIS;B;100;100;100;N/A;N/A;100;100;100;100;100;35,71428571;C;57
PSAPT;MESGUM SP. Z O.O.;LC605104;5108510;O-RING WEW FI 23,6;STELLANTIS;B;100;100;100;N/A;N/A;100;-100;-100;-100;14,28571429;;;57
PSAPT;MESGUM SP. Z O.O.;LS367907;5108510;OSŁONA GUMOWA;STELLANTIS;B;100;100;100;N/A;N/A;100;-100;-100;-100;14,28571429;;;57
PSAPT;MESGUM SP. Z O.O.;46523406;5108510;169 USZCZELKA;STELLANTIS;C;100;100;100;N/A;N/A;100;-100;-100;-100;14,28571429;;;57
PSAPT;MESGUM SP. Z O.O.;46784234;5108510;GUARN.SFIA. TGB/A-70(LC329500);STELLANTIS;C;100;100;100;N/A;N/A;100;-100;-100;-100;14,28571429;;;57
PSAPT;MESGUM SP. Z O.O.;LC351505;5108510;169 PIERSCIEŃ USZCZELNIAJĄCY DIESEL;STELLANTIS;C;100;100;100;N/A;N/A;100;-100;-100;-100;14,28571429;;;57
PSAPT;MESGUM SP. Z O.O.;46766970;5108510;GUARNIZIONE IN VITON D.7,8;STELLANTIS;C;100;100;100;N/A;N/A;100;-100;-100;-100;14,28571429;;;57
PSAPT;MESGUM SP. Z O.O.;46743908;5108510;GUARNIZ.SFIATO TGB/AC 60 VERDE;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;57
PSAPT;METALGALVANO;LS393973;5106462;2501 WKŁADKA KURSORA;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;58
PSAPT;METALGALVANO;LS393973-CR;5106462;2501 WKŁADKA KURSORA CHROMOWANA;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;58
PSAPT;METALURGICAS PABUR;2585160003;5108890;INSERT METALOWY;STELLANTIS;C;100;100;100;N/A;N/A;50;100;100;100;92,85714286;92,85714286;A;59
PSAPT;MITSUI;NLE0050101;5100452;ADMER GT6 KOLOR NATURALNY;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;60
PSAPT;MOLLIFICIO LECHESSE;LC605105;5101295;SPRĘŻYNA STOŻKOWA;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;61
PSCPS;MPE;LC393032;5100977;B420 PLYTKA PODTRZYMUJACA;STELLANTIS;A;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;136
PSCPS;MUSTAD;1/55387/09;5100989;312MCA ŚRUBA 4,2x13 - TAB10631/02 ABARTH;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;137
PSCPS;MUSTAD;1/56896/09;5100989;312 MY ŚRUBA  4,2X13 - TAB10631/01;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;137
PSCPS;MUSTAD;46558583;5100989;169 ŚRUBA SCHOWKA CD/846 ŚRUBA DO KLAMKI;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;137
PSCPS;MUSTAD;LCX915080;5100989;186 WKRĘT Z KOŁNIERZEM M4X16;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;137
PSAPT;MUSTAD;13052824;5100989;VITE M4X16 1/56894/09;STELLANTIS;A;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;120
PSAPT;NATIONAL MOLDING;51836560;5106214;8460UCHWYT PRZEWODU 1 POZ;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;62
PSAPT;NUOVO MOLLIFICIO CAMPANO;LC800372;5101100;molla;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;63
PSAPT;NUOVO MOLLIFICIO CAMPANO;LC800427 - TUS;5101100;PODKŁADKA;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;63
PSAPT;NUOVO MOLLIFICIO CAMPANO;LC800350;5101100;molla;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;63
PSAPT;NUOVO MOLLIFICIO CAMPANO;LC608201;5101100;831 SPRĘŻYNA CYLINDRYCZNA 7-8 GR;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;63
PSAPT;NUOVO MOLLIFICIO CAMPANO;LC800384;5101100;831 MOLL 315-350 GR;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;63
PSAPT;NUOVO MOLLIFICIO CAMPANO;LC800382;5101100;834 MOLLA 187-207 GR;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;63
PSAPT;NUOVO MOLLIFICIO CAMPANO;LC800378;5101100;molla;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;63
PSAPT;NUOVO MOLLIFICIO CAMPANO;LC800354;5101100;834 SPRĘŻYNKA 135-155 GR;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;63
PSCPS;OCM;LC970105;5100113;INSERTO PER INGRANAGGIO;STELLANTIS;A;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;158
PSCPS;OLSA MX;51934456;5107470;312 MY RETROREFLECTOR RH REAR BUMPER;STELLANTIS;A;100;100;100;N/A;N/A;50;100;100;100;92,85714286;92,85714286;A;159
PSCPS;OLSA MX;51934457;5107470;312 MY RETROREFLECTOR LH REAR BUMPER;STELLANTIS;A;100;100;100;N/A;N/A;50;100;100;100;92,85714286;;;159
PSCPS;OMIKRON;NLS0061001-O;5109360;PP 60.90L KOL. 808;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;64
PSCPS;OMIKRON;NLS0061701;5109360;PP 130.50 KOL.NERO;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;64
PSAPT;OMIKRON;NLS0061803;5109360;PP 150.80 GF30 KOL.NERO;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;64
PSCPS;OMIKRON;NLS0061701;5109360;PP 130.50 KOL.NERO;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;139
PSAPT;OMIKRON;1803153;5109360;PP 60.90 L N.808 N.F.55246;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;64
PSAPT;OMIKRON;1803387;5109360;PP 130-50 NERO STANDARD NF55246;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;64
PSAPT;OMIKRON;1803454;5109360;PP 145-110  NERO N.F. 55246;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;64
PSAPT;OMIKRON;1803303;5109360;OMIKRON IRT 30 NERO 808;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;64
PSAPT;OMIKRON;1803303;5109360;OMIKRON IRT 30 NERO 808;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;64
PSCPS;OTTENSTEN;1/21724/77;5104291;170 ZSZYWKA;STELLANTIS;A;100;0;100;N/A;N/A;100;100;100;100;85,71428571;85,71428571; B;140
PSAPT;P.C.M. Srl;2581V50061;5106976;BRAKE PEDAL INSERT;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;66
PSAPT;P.S.M. CELADA;SL-B-M6;5101038;SENSOR INSERT;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;68
PSCPS;PB ELEKTRO;LC396086;5108829;312MCA PILLAR METAL SPRING (EUNCAP);STELLANTIS;A;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;141
PSAPT;PCAM VENARIA;2588460018;5102923;Perno fulcro pedali;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;69
